article_id,published_date,title,summary,source,url,scope,region_id,category,ai_category,ai_scope,ai_sentiment,ai_confidence,impact_score
art-202411-0206,2024-11-08,Kampus Universitas Ternama Buka Cabang di Pondok Indah,Universitas terkemuka Indonesia membuka kampus cabang baru di kawasan Pondok Indah.,Kontan,https://example.com/news/art-202411-0206,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202411-0207,2024-11-24,Superblok Baru Direncanakan di Dekat Monas,Proyek pengembangan mixed-use berskala besar diumumkan untuk area sekitar Monas.,Bisnis Indonesia,https://example.com/news/art-202411-0207,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202411-0208,2024-11-08,Pusat Kebudayaan Nasional Baru di Kemayoran,"Kompleks kebudayaan mencakup galeri seni, auditorium, dan museum akan dibangun di Kemayoran.",Bisnis Indonesia,https://example.com/news/art-202411-0208,regional,Jakarta Pusat,development,development,local,positive,high,0.03
art-202411-0209,2024-11-15,Pengembangan Township Baru di Jakarta Barat,Proyek kota mandiri berskala besar diumumkan untuk kawasan barat Jakarta.,Bisnis Indonesia,https://example.com/news/art-202411-0209,local,Jakarta Barat,development,development,regional,positive,high,0.045
art-202411-0210,2024-11-14,SPAM Baru Sediakan Air Bersih untuk 20.000 KK di Kalideres,Sistem penyediaan air minum baru menjangkau ribuan rumah tangga di Kalideres.,CNBC Indonesia,https://example.com/news/art-202411-0210,local,Jakarta Barat,infrastructure,infrastructure,local,positive,high,0.03
art-202411-0211,2024-11-05,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Detik Finance,https://example.com/news/art-202411-0211,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202411-0212,2024-11-20,Koridor TransJakarta Baru ke Pulogebang Beroperasi,Rute BRT baru menghubungkan Terminal Pulogebang langsung ke Kampung Melayu.,Detik Finance,https://example.com/news/art-202411-0212,regional,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202411-0213,2024-11-04,Ratusan Rumah Terendam Banjir di Penjaringan,"Intensitas hujan tinggi mengakibatkan banjir setinggi 50 cm di Penjaringan, Jakarta Utara.",Kontan,https://example.com/news/art-202411-0213,local,Jakarta Utara,disaster,disaster,local,negative,high,-0.05
art-202411-0214,2024-11-07,Flyover Kelapa Gading-Sunter Rampung Dibangun,"Flyover baru menghubungkan Kelapa Gading dan Sunter, mengurangi kemacetan 40% di jam sibuk.",Kontan,https://example.com/news/art-202411-0214,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202412-0215,2024-12-14,Jaringan Pipa Gas Baru untuk Kawasan Kebayoran,PGN menyelesaikan instalasi jaringan gas rumah tangga untuk 10.000 rumah di Kebayoran.,Kompas.com,https://example.com/news/art-202412-0215,local,Jakarta Selatan,infrastructure,infrastructure,local,positive,high,0.03
art-202412-0216,2024-12-03,Koridor TransJakarta Baru Hubungkan Cilandak ke Sudirman,Rute BRT baru meningkatkan opsi transportasi umum untuk warga Cilandak dan sekitarnya.,Bisnis Indonesia,https://example.com/news/art-202412-0216,regional,Jakarta Selatan,infrastructure,infrastructure,regional,positive,high,0.045
art-202412-0217,2024-12-18,Moratorium Pembangunan Hotel di Kawasan Thamrin,Kebijakan pembatasan pembangunan hotel baru di koridor Thamrin-Sudirman berlaku efektif.,CNBC Indonesia,https://example.com/news/art-202412-0217,local,Jakarta Pusat,policy,policy,local,negative,high,-0.025
art-202412-0218,2024-12-28,Tingkat Hunian Perkantoran Jakarta Pusat Pulih,Occupancy rate kantor di CBD Jakarta kembali ke level pra-pandemi.,Detik Finance,https://example.com/news/art-202412-0218,regional,Jakarta Pusat,market,market,local,positive,high,0.02
art-202412-0219,2024-12-10,Banjir Rendam Kawasan Kalideres Jakarta Barat,Hujan deras mengakibatkan genangan di beberapa titik di Kalideres.,Kompas.com,https://example.com/news/art-202412-0219,local,Jakarta Barat,disaster,disaster,local,negative,high,-0.05
art-202412-0220,2024-12-22,SPAM Baru Sediakan Air Bersih untuk 20.000 KK di Kalideres,Sistem penyediaan air minum baru menjangkau ribuan rumah tangga di Kalideres.,Kompas.com,https://example.com/news/art-202412-0220,local,Jakarta Barat,infrastructure,infrastructure,local,positive,high,0.03
art-202412-0221,2024-12-08,Waduk Retensi Baru di Cipinang Selesai Dibangun,Waduk baru berkapasitas 1 juta meter kubik mengurangi risiko banjir di Jakarta Timur.,Detik Finance,https://example.com/news/art-202412-0221,local,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202412-0222,2024-12-01,PDAM Perluas Jaringan Air Bersih ke Cilincing,Proyek perluasan jaringan air bersih menjangkau 15.000 rumah tangga baru di Cilincing.,Jakarta Post,https://example.com/news/art-202412-0222,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202412-0223,2024-12-09,Kawasan Reklamasi Jakarta Utara Tarik Investasi Baru,Pengembang besar mengumumkan proyek mixed-use di area reklamasi pantai utara Jakarta.,Kompas.com,https://example.com/news/art-202412-0223,local,Jakarta Utara,development,development,regional,positive,high,0.045
art-202412-0224,2024-12-22,Indeks Harga Properti Nasional Menunjukkan Tren Positif,Indeks harga properti residensial Indonesia mencatat kenaikan kuartalan.,Kompas.com,https://example.com/news/art-202412-0224,national,,market,market,national,positive,high,0.05
art-202501-0225,2025-01-17,LRT Jabodebek Tingkatkan Konektivitas Jakarta Selatan,Pengoperasian LRT membuka akses baru ke kawasan premium di selatan Jakarta.,Kompas.com,https://example.com/news/art-202501-0225,local,Jakarta Selatan,infrastructure,infrastructure,regional,positive,high,0.045
art-202501-0226,2025-01-25,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Kontan,https://example.com/news/art-202501-0226,regional,Jakarta Selatan,development,development,local,positive,high,0.03
art-202501-0227,2025-01-02,Pedestrianisasi Jalan Sabang Selesai,Proyek pedestrianisasi kawasan kuliner Sabang meningkatkan kualitas ruang publik Jakarta Pusat.,Kontan,https://example.com/news/art-202501-0227,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202501-0228,2025-01-15,Terowongan Bawah Tanah Tanah Abang-Sudirman Disetujui,Proyek terowongan kendaraan akan menghubungkan Tanah Abang langsung ke Sudirman tanpa macet.,Bisnis Indonesia,https://example.com/news/art-202501-0228,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202501-0229,2025-01-22,Harga Lahan Industri Jakarta Barat Naik,Permintaan lahan industri dan logistik di koridor barat Jakarta meningkat tajam.,Detik Finance,https://example.com/news/art-202501-0229,local,Jakarta Barat,market,market,local,positive,high,0.02
art-202501-0230,2025-01-01,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Bisnis Indonesia,https://example.com/news/art-202501-0230,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202501-0231,2025-01-10,Pelebaran Jalan Raya Bogor Selesai Tahap Pertama,"Pelebaran Jalan Raya Bogor dari Pasar Rebo hingga Ciracas rampung, lalu lintas membaik.",Kontan,https://example.com/news/art-202501-0231,local,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202501-0232,2025-01-23,Perpanjangan LRT ke Bekasi via Jakarta Timur Disetujui,Rencana perpanjangan LRT dari Jakarta Timur ke Bekasi mendapat persetujuan pemerintah.,Detik Finance,https://example.com/news/art-202501-0232,regional,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202501-0233,2025-01-28,Kualitas Air Bersih di Jakarta Utara Memburuk,Pencemaran air tanah di wilayah pesisir utara semakin meningkat akibat intrusi air laut.,Kompas.com,https://example.com/news/art-202501-0233,local,Jakarta Utara,environment,environment,regional,negative,high,-0.03
art-202501-0234,2025-01-14,Bank Indonesia Pertahankan Suku Bunga Acuan,Bank sentral mempertahankan suku bunga acuan di level stabil untuk mendukung pertumbuhan ekonomi.,Detik Finance,https://example.com/news/art-202501-0234,national,,policy,economy,national,neutral,high,0.0
art-202502-0235,2025-02-11,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Detik Finance,https://example.com/news/art-202502-0235,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202502-0236,2025-02-12,Jalan Layang Antasari-Blok M Resmi Beroperasi,Jalan layang baru memangkas waktu tempuh Antasari ke Blok M dari 45 menjadi 15 menit.,Jakarta Post,https://example.com/news/art-202502-0236,local,Jakarta Selatan,infrastructure,infrastructure,local,positive,high,0.03
art-202502-0237,2025-02-13,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Bisnis Indonesia,https://example.com/news/art-202502-0237,regional,Jakarta Selatan,market,market,local,positive,high,0.02
art-202502-0238,2025-02-21,Smart Traffic System Dipasang di 50 Persimpangan Pusat,Sistem lampu lalu lintas cerdas berbasis AI mengurangi kemacetan 25% di Jakarta Pusat.,Kompas.com,https://example.com/news/art-202502-0238,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202502-0239,2025-02-27,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",Kontan,https://example.com/news/art-202502-0239,regional,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202502-0240,2025-02-20,Pasar Properti Cengkareng Tumbuh Stabil,Kawasan Cengkareng mencatat pertumbuhan transaksi properti yang konsisten.,Kompas.com,https://example.com/news/art-202502-0240,local,Jakarta Barat,market,market,local,positive,high,0.02
art-202502-0241,2025-02-21,Hypermarket dan Pusat Grosir Baru di Cengkareng,Pusat perbelanjaan grosir dan hypermarket berskala besar akan dibuka di Cengkareng.,Tribun News,https://example.com/news/art-202502-0241,local,Jakarta Barat,development,development,local,positive,high,0.03
art-202502-0242,2025-02-21,RSUD Baru Tipe B Dibangun di Duren Sawit,Rumah sakit umum daerah baru dengan 250 bed mulai dibangun untuk melayani warga Jakarta Timur.,Bisnis Indonesia,https://example.com/news/art-202502-0242,local,Jakarta Timur,development,infrastructure,local,positive,high,0.03
art-202502-0243,2025-02-15,Sungai Ciliwung di Jakarta Timur Dinormalisasi,Proyek normalisasi sungai mengurangi risiko banjir di kawasan bantaran.,Detik Finance,https://example.com/news/art-202502-0243,local,Jakarta Timur,environment,environment,local,positive,high,0.02
art-202502-0244,2025-02-17,Gardu Induk PLN Baru untuk Jakarta Timur Beroperasi,Gardu induk 150 kV baru meningkatkan keandalan pasokan listrik untuk 200.000 pelanggan.,Kompas.com,https://example.com/news/art-202502-0244,regional,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202502-0245,2025-02-03,Tanggul Laut Jakarta Utara Jebol Akibat Gelombang Tinggi,"Gelombang pasang merusak tanggul pelindung di kawasan Muara Baru, mengancam permukiman sekitar.",CNBC Indonesia,https://example.com/news/art-202502-0245,local,Jakarta Utara,disaster,disaster,local,negative,high,-0.05
art-202503-0246,2025-03-24,Rumah Sakit Tipe A Baru Dibangun di Pasar Minggu,RS tipe A dengan fasilitas lengkap termasuk helipad dan pusat jantung mulai dibangun di Pasar Minggu.,Tribun News,https://example.com/news/art-202503-0246,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202503-0247,2025-03-11,Harga Properti Pondok Indah Tembus Rekor Baru,Kawasan Pondok Indah mencatat harga tanah tertinggi sepanjang sejarah.,Jakarta Post,https://example.com/news/art-202503-0247,local,Jakarta Selatan,market,market,local,very_positive,high,0.04
art-202503-0248,2025-03-11,Superblok Baru Direncanakan di Dekat Monas,Proyek pengembangan mixed-use berskala besar diumumkan untuk area sekitar Monas.,CNBC Indonesia,https://example.com/news/art-202503-0248,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202503-0249,2025-03-23,Tingkat Hunian Perkantoran Jakarta Pusat Pulih,Occupancy rate kantor di CBD Jakarta kembali ke level pra-pandemi.,Kompas.com,https://example.com/news/art-202503-0249,local,Jakarta Pusat,market,market,local,positive,high,0.02
art-202503-0250,2025-03-13,Flyover Tomang-Grogol Selesai Dibangun,Flyover baru mengurai kemacetan parah di simpang Tomang-Grogol setiap jam sibuk.,Tribun News,https://example.com/news/art-202503-0250,local,Jakarta Barat,infrastructure,infrastructure,local,positive,high,0.03
art-202503-0251,2025-03-11,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Detik Finance,https://example.com/news/art-202503-0251,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202503-0252,2025-03-30,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Jakarta Post,https://example.com/news/art-202503-0252,regional,Jakarta Timur,development,development,local,positive,high,0.03
art-202503-0253,2025-03-12,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Kompas.com,https://example.com/news/art-202503-0253,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202503-0254,2025-03-23,Penurunan Tanah di Jakarta Utara Semakin Mengkhawatirkan,Studi terbaru menunjukkan laju penurunan muka tanah di Jakarta Utara mencapai 7 cm per tahun.,Kompas.com,https://example.com/news/art-202503-0254,local,Jakarta Utara,environment,disaster,regional,negative,high,-0.07500000000000001
art-202503-0255,2025-03-22,Kebijakan Bangunan Hijau Wajib untuk Proyek Baru,Pemerintah mewajibkan standar green building untuk semua proyek konstruksi baru berskala besar.,CNBC Indonesia,https://example.com/news/art-202503-0255,national,,environment,policy,national,positive,high,0.0625
art-202504-0256,2025-04-21,Permintaan Ekspat Dorong Harga Sewa di Senayan,Komunitas ekspatriat yang berkembang mendorong kenaikan harga sewa di kawasan premium Jakarta Selatan.,Bisnis Indonesia,https://example.com/news/art-202504-0256,local,Jakarta Selatan,market,market,local,positive,high,0.02
art-202504-0257,2025-04-07,Pusat Perbelanjaan Baru Hadir di Cilandak,Mall lifestyle berkonsep open-air dengan 150 tenant akan dibuka di Cilandak Town Square.,Detik Finance,https://example.com/news/art-202504-0257,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202504-0258,2025-04-10,Taman Kota Seluas 5 Hektar Dibangun di Jagakarsa,"Pemda DKI membangun taman kota baru lengkap dengan jogging track, playground, dan skatepark.",Kompas.com,https://example.com/news/art-202504-0258,regional,Jakarta Selatan,development,development,local,positive,high,0.03
art-202504-0259,2025-04-22,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",Bisnis Indonesia,https://example.com/news/art-202504-0259,local,Jakarta Pusat,infrastructure,infrastructure,regional,positive,high,0.045
art-202504-0260,2025-04-27,Smart Traffic System Dipasang di 50 Persimpangan Pusat,Sistem lampu lalu lintas cerdas berbasis AI mengurangi kemacetan 25% di Jakarta Pusat.,Kompas.com,https://example.com/news/art-202504-0260,regional,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202504-0261,2025-04-14,SPAM Baru Sediakan Air Bersih untuk 20.000 KK di Kalideres,Sistem penyediaan air minum baru menjangkau ribuan rumah tangga di Kalideres.,Detik Finance,https://example.com/news/art-202504-0261,local,Jakarta Barat,infrastructure,infrastructure,local,positive,high,0.03
art-202504-0262,2025-04-25,Data Center Hyperscale Dibangun di Kawasan Industri Barat,Perusahaan teknologi global membangun data center berskala besar di Jakarta Barat.,Jakarta Post,https://example.com/news/art-202504-0262,local,Jakarta Barat,development,development,local,positive,high,0.03
art-202504-0263,2025-04-29,Pelebaran Jalan Raya Bogor Selesai Tahap Pertama,"Pelebaran Jalan Raya Bogor dari Pasar Rebo hingga Ciracas rampung, lalu lintas membaik.",Kontan,https://example.com/news/art-202504-0263,local,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202504-0264,2025-04-25,Flyover Kelapa Gading-Sunter Rampung Dibangun,"Flyover baru menghubungkan Kelapa Gading dan Sunter, mengurangi kemacetan 40% di jam sibuk.",Kontan,https://example.com/news/art-202504-0264,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202504-0265,2025-04-05,Modernisasi Pelabuhan Tanjung Priok Rampung,Peningkatan kapasitas pelabuhan diharapkan mendorong ekonomi Jakarta Utara.,CNBC Indonesia,https://example.com/news/art-202504-0265,regional,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202504-0266,2025-04-04,Regulasi Baru Kepemilikan Properti Asing Diumumkan,Pemerintah mengumumkan pembaruan regulasi kepemilikan properti untuk warga negara asing.,Bisnis Indonesia,https://example.com/news/art-202504-0266,national,,policy,policy,national,neutral,high,0.0
art-202505-0267,2025-05-17,MRT Fase 2 Jakarta Resmi Beroperasi,Pembukaan MRT fase 2 meningkatkan aksesibilitas kawasan selatan Jakarta secara drastis.,Kontan,https://example.com/news/art-202505-0267,national,,infrastructure,infrastructure,regional,very_positive,high,0.09
art-202505-0268,2025-05-10,Harga Properti Sekitar Stasiun MRT Melonjak,Properti dalam radius 500m dari stasiun MRT baru mengalami kenaikan harga 15-25%.,CNBC Indonesia,https://example.com/news/art-202505-0268,national,,infrastructure,market,local,positive,high,0.02
art-202505-0269,2025-05-06,TOD Masif Direncanakan di Sepanjang Rute MRT Fase 2,Pengembang berlomba mengajukan proposal transit-oriented development.,Kompas.com,https://example.com/news/art-202505-0269,national,,development,development,regional,positive,high,0.045
art-202505-0270,2025-05-30,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Kompas.com,https://example.com/news/art-202505-0270,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202505-0271,2025-05-17,Proyek Residensial Premium Baru di Kebayoran,Pengembang luncurkan hunian mewah berkonsep smart home di kawasan Kebayoran Baru.,Kompas.com,https://example.com/news/art-202505-0271,regional,Jakarta Selatan,development,development,local,positive,high,0.03
art-202505-0272,2025-05-30,Revitalisasi Pasar Tanah Abang Dimulai,Proyek modernisasi pasar terbesar di Asia Tenggara resmi dimulai.,Kompas.com,https://example.com/news/art-202505-0272,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202505-0273,2025-05-30,Smart Traffic System Dipasang di 50 Persimpangan Pusat,Sistem lampu lalu lintas cerdas berbasis AI mengurangi kemacetan 25% di Jakarta Pusat.,Kompas.com,https://example.com/news/art-202505-0273,regional,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202505-0274,2025-05-01,Pelebaran Jalan Daan Mogot Rampung,Proyek pelebaran Jalan Daan Mogot dari 4 menjadi 6 lajur selesai setelah 18 bulan.,Detik Finance,https://example.com/news/art-202505-0274,local,Jakarta Barat,infrastructure,infrastructure,local,positive,high,0.03
art-202505-0275,2025-05-17,Pelebaran Jalan Raya Bogor Selesai Tahap Pertama,"Pelebaran Jalan Raya Bogor dari Pasar Rebo hingga Ciracas rampung, lalu lintas membaik.",Kontan,https://example.com/news/art-202505-0275,local,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202505-0276,2025-05-20,Kawasan Reklamasi Jakarta Utara Tarik Investasi Baru,Pengembang besar mengumumkan proyek mixed-use di area reklamasi pantai utara Jakarta.,Jakarta Post,https://example.com/news/art-202505-0276,local,Jakarta Utara,development,development,regional,positive,high,0.045
art-202506-0277,2025-06-29,Dampak MRT Fase 2 pada Properti Melebihi Ekspektasi,Data transaksi menunjukkan lonjakan minat beli di koridor MRT selatan.,Kompas.com,https://example.com/news/art-202506-0277,national,,infrastructure,infrastructure,regional,very_positive,high,0.09
art-202506-0278,2025-06-18,Jakarta Selatan Jadi Kawasan Properti Terpanas,Wilayah Jakarta Selatan mencatat pertumbuhan harga tercepat di Jabodetabek.,Bisnis Indonesia,https://example.com/news/art-202506-0278,national,,market,market,local,positive,high,0.02
art-202506-0279,2025-06-01,Kampus Universitas Ternama Buka Cabang di Pondok Indah,Universitas terkemuka Indonesia membuka kampus cabang baru di kawasan Pondok Indah.,Detik Finance,https://example.com/news/art-202506-0279,local,Jakarta Selatan,development,development,local,positive,high,0.03
art-202506-0280,2025-06-12,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",Bisnis Indonesia,https://example.com/news/art-202506-0280,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202506-0281,2025-06-13,Hub Transit Bawah Tanah Sudirman Disetujui,"Proyek hub transit terintegrasi di bawah jalan Sudirman akan menghubungkan MRT, LRT, dan bus rapid transit.",Bisnis Indonesia,https://example.com/news/art-202506-0281,regional,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202506-0282,2025-06-12,Pengembangan Township Baru di Jakarta Barat,Proyek kota mandiri berskala besar diumumkan untuk kawasan barat Jakarta.,Kontan,https://example.com/news/art-202506-0282,local,Jakarta Barat,development,development,regional,positive,high,0.045
art-202506-0283,2025-06-25,Pelebaran Jalan Raya Bogor Selesai Tahap Pertama,"Pelebaran Jalan Raya Bogor dari Pasar Rebo hingga Ciracas rampung, lalu lintas membaik.",Bisnis Indonesia,https://example.com/news/art-202506-0283,local,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202506-0284,2025-06-25,Perpanjangan LRT ke Bekasi via Jakarta Timur Disetujui,Rencana perpanjangan LRT dari Jakarta Timur ke Bekasi mendapat persetujuan pemerintah.,Kompas.com,https://example.com/news/art-202506-0284,regional,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202506-0285,2025-06-03,Sekolah Internasional Baru Hadir di Pantai Indah Kapuk,Sekolah internasional berkurikulum Cambridge akan dibuka untuk melayani keluarga di PIK dan sekitarnya.,CNBC Indonesia,https://example.com/news/art-202506-0285,local,Jakarta Utara,development,development,local,positive,high,0.03
art-202506-0286,2025-06-26,Sistem Drainase Baru untuk Kawasan Pesisir Utara,Proyek perbaikan drainase senilai Rp 500 miliar dimulai untuk mengatasi banjir tahunan.,Kompas.com,https://example.com/news/art-202506-0286,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202506-0287,2025-06-18,Penurunan Tanah di Jakarta Utara Semakin Mengkhawatirkan,Studi terbaru menunjukkan laju penurunan muka tanah di Jakarta Utara mencapai 7 cm per tahun.,Tribun News,https://example.com/news/art-202506-0287,regional,Jakarta Utara,environment,disaster,regional,negative,high,-0.07500000000000001
art-202507-0288,2025-07-25,Koridor TransJakarta Baru Hubungkan Cilandak ke Sudirman,Rute BRT baru meningkatkan opsi transportasi umum untuk warga Cilandak dan sekitarnya.,Detik Finance,https://example.com/news/art-202507-0288,local,Jakarta Selatan,infrastructure,infrastructure,regional,positive,high,0.045
art-202507-0289,2025-07-13,Kampus Universitas Ternama Buka Cabang di Pondok Indah,Universitas terkemuka Indonesia membuka kampus cabang baru di kawasan Pondok Indah.,Detik Finance,https://example.com/news/art-202507-0289,regional,Jakarta Selatan,development,development,local,positive,high,0.03
art-202507-0290,2025-07-23,Pusat Kebudayaan Nasional Baru di Kemayoran,"Kompleks kebudayaan mencakup galeri seni, auditorium, dan museum akan dibangun di Kemayoran.",Kompas.com,https://example.com/news/art-202507-0290,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202507-0291,2025-07-24,Pusat Kebudayaan Nasional Baru di Kemayoran,"Kompleks kebudayaan mencakup galeri seni, auditorium, dan museum akan dibangun di Kemayoran.",CNBC Indonesia,https://example.com/news/art-202507-0291,local,Jakarta Pusat,development,development,local,positive,high,0.03
art-202507-0292,2025-07-03,Flyover Tomang-Grogol Selesai Dibangun,Flyover baru mengurai kemacetan parah di simpang Tomang-Grogol setiap jam sibuk.,Detik Finance,https://example.com/news/art-202507-0292,local,Jakarta Barat,infrastructure,infrastructure,local,positive,high,0.03
art-202507-0293,2025-07-15,Sekolah Bertaraf Internasional Baru di Meruya,Sekolah dengan kurikulum nasional plus dan fasilitas modern dibuka di Meruya Utara.,Kompas.com,https://example.com/news/art-202507-0293,regional,Jakarta Barat,development,development,local,positive,high,0.03
art-202507-0294,2025-07-14,Gardu Induk PLN Baru untuk Jakarta Timur Beroperasi,Gardu induk 150 kV baru meningkatkan keandalan pasokan listrik untuk 200.000 pelanggan.,Jakarta Post,https://example.com/news/art-202507-0294,local,Jakarta Timur,infrastructure,infrastructure,local,positive,high,0.03
art-202507-0295,2025-07-12,Sungai Ciliwung di Jakarta Timur Dinormalisasi,Proyek normalisasi sungai mengurangi risiko banjir di kawasan bantaran.,Jakarta Post,https://example.com/news/art-202507-0295,regional,Jakarta Timur,environment,infrastructure,local,positive,high,0.03
art-202507-0296,2025-07-20,Flyover Kelapa Gading-Sunter Rampung Dibangun,"Flyover baru menghubungkan Kelapa Gading dan Sunter, mengurangi kemacetan 40% di jam sibuk.",Kompas.com,https://example.com/news/art-202507-0296,local,Jakarta Utara,infrastructure,infrastructure,local,positive,high,0.03
art-202507-0297,2025-07-21,Jalan Tol Akses Baru ke Pelabuhan Utara Dibuka,Akses tol baru mempersingkat waktu tempuh ke kawasan pelabuhan Jakarta Utara.,Kompas.com,https://example.com/news/art-202507-0297,local,Jakarta Utara,infrastructure,infrastructure,regional,positive,high,0.045
art-202507-0298,2025-07-31,Mall Premium Baru Dibuka di PIK Avenue,Pusat perbelanjaan premium baru dengan lebih dari 200 tenant resmi beroperasi di PIK Avenue.,Jakarta Post,https://example.com/news/art-202507-0298,regional,Jakarta Utara,development,development,local,positive,high,0.03
art-202507-0299,2025-07-12,Volume Transaksi Properti Nasional Menurun,Jumlah transaksi jual beli properti secara nasional mengalami penurunan kuartalan.,Kompas.com,https://example.com/news/art-202507-0299,national,,market,market,national,negative,high,-0.05
art-202508-0300,2025-08-06,Underpass Mampang Selesai Dibangun,Underpass baru di Mampang Prapatan mengurangi kemacetan di persimpangan utama Jakarta Selatan.,Kompas.com,https://example.com/news/art-202508-0300,local,Jakarta Selatan,infrastructure,infrastructure,local,positive,high,0.03
art-202508-0301,2025-08-07,Stasiun MRT Baru di Glodok Mulai Konstruksi,Pembangunan stasiun MRT fase 2 di Glodok meningkatkan konektivitas Kota Tua.,Kontan,https://example.com/news/art-202508-0301,local,Jakarta Pusat,infrastructure,infrastructure,local,positive,high,0.03
art-202508-0302,2025-08-03,Pelebaran Jalan Daan Mogot Rampung,Proyek pelebaran Jalan Daan Mogot dari 4 menjadi 6 lajur selesai setelah 18 bulan.,Kompas.com,https://example.com/news/art-202508-0302,local,Jakarta Barat,infrastructure,infrastructure,local,positive,high,0.03
art-202508-0303,2025-08-11,Gardu Induk PLN Baru untuk Jakarta Timur Beroperasi,Gardu induk 150 kV baru meningkatkan keandalan pasokan listrik untuk 200.000 pelanggan.,CNBC Indonesia,https://example.com/news/art-202508-0303,local,Jakarta Timur,infrastructure,infrastructure,regional,positive,high,0.045
art-202508-0304,2025-08-10,Kawasan TOD Baru di Stasiun Jatinegara,Pengembangan transit-oriented development di sekitar Stasiun Jatinegara diumumkan.,Detik Finance,https://example.com/news/art-202508-0304,local,Jakarta Timur,development,development,local,positive,high,0.03
art-202508-0305,2025-08-08,Jalan Tol Akses Baru ke Pelabuhan Utara Dibuka,Akses tol baru mempersingkat waktu tempuh ke kawasan pelabuhan Jakarta Utara.,Detik Finance,https://example.com/news/art-202508-0305,local,Jakarta Utara,infrastructure,infrastructure,regional,positive,high,0.045
